,Reference,New,ratio
,0,0,0
data,,,
0,138.1549240947823,138.1549240947823,1.0
1,138.22869137177466,138.22869137177466,1.0
2,131.4414892783776,131.4414892783776,1.0
3,123.73111528031464,123.73111528031464,1.0
4,114.84646426584223,114.84646426584223,1.0
5,103.05042072676285,103.05042072676285,1.0
6,91.08762693680303,91.08762693680303,1.0
7,78.03696828185984,78.03696828185984,1.0
8,65.2425322270718,65.2425322270718,1.0
9,52.55434015013131,52.55434015013131,1.0
10,33.41291617266882,33.41291617266882,1.0
