,Reference,New,ratio
,0,0,0
data,,,
0,0.6782807180338916,0.6782807180338916,1.0
1,0.6160498635489225,0.6160498635489225,1.0
2,0.5020626051718716,0.5020626051718716,1.0
3,0.35979792560049906,0.35979792560049906,1.0
