,Reference,New,ratio
,0,0,0
data,,,
0,1.2165831376198155,1.1783924420865366,1.0324091484036133
1,1.2483793654022621,1.216658561768713,1.0260720670780759
2,1.2293853986223942,1.204272133962172,1.0208534798339948
3,1.171594281001847,1.1538797180695433,1.0153521746286869
4,1.2522079943228448,1.215740977423189,1.0299957125546175
5,1.2205906553765404,1.1958730389936911,1.0206690974517234
6,1.105658464082138,1.0906328392857192,1.0137769781499149
7,1.2403480487836012,1.2058871417312382,1.0285772240699813
8,1.141685168726486,1.1247493549106202,1.0150574114507598
9,1.0149304251243432,1.0023705243730385,1.0125301976124652
10,0.8836065613612917,0.8724386205053299,1.012800832738804
11,0.7618368419257417,0.7514617091720276,1.0138066020225378
12,1.2128138575453185,1.1796059973631228,1.0281516542442375
13,1.1744637414251722,1.1517822585801822,1.0196925093054912
14,1.0530022710104034,1.0396372447789979,1.012855470788993
15,0.914840354328853,0.9041550868943482,1.0118179586548668
16,0.7842295647690938,0.7745972476322759,1.0124352586666956
17,0.6829571000804697,0.6740932238961456,1.0131493328668881
18,0.5873990727521159,0.579502507590946,1.0136264555506356
19,0.5097057323558796,0.5028206391768202,1.0136929406683288
20,0.44141557840006534,0.4356728111433979,1.0131813762754576
21,0.38089259096959,0.3766013963549085,1.0113945265636706
22,0.3361040384974493,0.33327359871143936,1.0084928413080227
23,1.1774461877900284,1.1477445735876912,1.0258782440674008
24,1.0774138038360643,1.0621695321418179,1.0143520137162163
25,0.9376149975973809,0.926985866534529,1.0114663356223415
26,0.8010875400336057,0.7919335003626433,1.0115591014482537
27,0.6946638556306538,0.6863230049436924,1.0121529522205739
28,0.5944382432521815,0.5870221334792223,1.0126334414837217
29,0.5133204791428921,0.506850247664039,1.0127655683481918
30,0.4423422321041945,0.4369406198954263,1.0123623484812672
31,0.37969922335143674,0.37567134485164644,1.0107218145727375
32,0.3337502949848301,0.3311135876822564,1.007963150413217
33,0.2714494962433789,0.27069419996828015,1.0027902196470675
34,0.14508996116532655,0.14682755432441658,0.9881657556234247
35,1.1475298069155895,1.1190316076012692,1.0254668403651335
36,1.0914602172497534,1.07326254329467,1.0169554728885075
37,0.9545613789401166,0.9436262554117656,1.0115884053306459
38,0.8142634120288269,0.8054033955007808,1.0110007191148445
39,0.7039053393371044,0.695948928806909,1.0114324632180056
40,0.5999984027919651,0.5929481879567291,1.0118901026741152
41,0.516162917121186,0.5100105259376684,1.0120632631497286
42,0.44305307634038554,0.43791265977237714,1.0117384516142565
43,0.37873127093703535,0.37490419798530006,1.0102081357645543
44,0.33186617976872845,0.32937640763374315,1.0075590481809913
45,0.2689306682956407,0.26824391401134634,1.0025601858921032
46,0.14273827699684527,0.1444122040219042,0.988408687226981
47,1.0890238132025813,1.0598983877051658,1.0274794507051532
48,0.9802195409217318,0.9639976926903627,1.016827683670172
49,0.8364511796799927,0.8253253841211097,1.0134804960236754
50,0.7200485525774187,0.7110043156954784,1.0127203684735635
51,0.6101908699331697,0.6027893555663516,1.0122787741662491
52,0.5219198834718533,0.5158431436892362,1.0117802084935297
53,0.4452635646458679,0.4404494630644575,1.0109299749122544
54,0.37800883826805093,0.37457496549853003,1.0091673845980356
55,0.3295181845181758,0.32733534382195556,1.0066685151402641
56,0.2654573215478753,0.26487924684669345,1.0021824084297417
57,0.13936762975671926,0.14081201643058638,0.9897424473387956
58,1.0401067369219519,1.0137630718123576,1.025986017682118
59,0.9916097343281522,0.972190605228948,1.0199746109402397
60,0.8507413049852568,0.8390878310457018,1.0138882647422403
