,Reference,New,ratio
,0,0,0
data,,,
2,61605.27917616989,61605.27917616989,1.0
3,84154.39747180873,84154.39747180873,1.0
4,102485.213469833,102485.213469833,1.0
5,118871.92695769257,118871.92695769257,1.0
6,130290.04113421576,130290.04113421576,1.0
7,138725.24247343309,138725.24247343309,1.0
8,143383.78413975972,143383.78413975972,1.0
9,143292.55522146352,143292.55522146352,1.0
10,134204.96943053135,134204.96943053135,1.0
11,117139.65875796802,117139.65875796802,1.0
12,97390.43217167954,97390.43217167954,1.0
13,77597.72579132624,77597.72579132624,1.0
14,57189.32234506482,57189.32234506482,1.0
15,38090.21562739309,38090.21562739309,1.0
16,17524.60730389013,17524.60730389013,1.0
