,Reference,New,ratio
,0,0,0
data,,,
0,3573071.2731833034,3569331.0394202876,1.0010478808834788
1,4673940.271854713,4673727.22561176,1.0000455837991111
2,787860.2113166491,787533.2864546679,1.0004151251351583
