,Reference,New,ratio
,0,0,0
data,,,
41,0.36558346913415735,0.36558346913346584,1.0000000000018916
42,0.3660291982173506,0.3660291982167685,1.0000000000015903
57,0.3579784265510454,0.35797842654945206,1.0000000000044509
58,0.3573566554309476,0.35735665542972295,1.0000000000034268
59,0.35684867051622443,0.3568486705151848,1.0000000000029132
60,0.3562662720437042,0.3562662720427828,1.0000000000025864
61,0.3558814358913972,0.3558814358906053,1.0000000000022253
75,0.3412954647635167,0.34129546476102257,1.0000000000073077
76,0.33977354012575556,0.33977354012370636,1.000000000006031
77,0.33793217699523553,0.33793217699355305,1.0000000000049787
78,0.3365452513820868,0.33654525138068536,1.0000000000041642
79,0.3354429060112819,0.33544290601004456,1.0000000000036886
80,0.333041396571202,0.3330413965702545,1.000000000002845
96,0.31185153859751885,0.31185153859437575,1.0000000000100788
97,0.309901433527345,0.30990143352467464,1.0000000000086169
98,0.3071941258680522,0.3071941258658679,1.0000000000071105
99,0.3049997264054565,0.30499972640358813,1.0000000000061258
100,0.30225059704370305,0.30225059704223345,1.000000000004862
101,0.3010185230004461,0.3010185229990775,1.0000000000045466
119,0.2508727094064095,0.25087270940371614,1.0000000000107359
120,0.2483615984644935,0.24836159846624128,0.9999999999929627
121,0.24498722417823013,0.24498722417638358,1.0000000000075373
122,0.24333734303258964,0.2433373430309263,1.0000000000068354
123,0.24110615352803186,0.24110615352653145,1.000000000006223
141,0.16620850675831875,0.16620850675853488,0.9999999999986996
142,0.16443334571219964,0.16443334571239188,0.9999999999988309
143,0.16245005103332036,0.16245005103349605,0.9999999999989185
144,0.15824920492725986,0.15824920492738956,0.9999999999991804
145,0.15626054261595657,0.15626054261607078,0.999999999999269
163,0.09194870848888441,0.09194870848908837,0.9999999999977818
164,0.09062035892539866,0.09062035892558597,0.999999999997933
165,0.08936827793496023,0.08936827793513848,0.9999999999980055
166,0.08785539772505893,0.08785539772520642,0.9999999999983212
